amount,is_international,hour,is_night,high_amount_flag,category_code,device_type_code,channel_code,entry_mode_code,country_code,is_fraud
789.1,0,7,0,0,3,0,0,1,0,0
858.92,0,11,0,0,4,2,0,1,0,0
1783.0,0,7,0,0,4,0,0,1,0,0
1145.96,1,17,0,0,4,2,1,3,3,0
1282.66,0,18,0,0,0,0,0,4,0,0
229.67,1,14,0,0,4,0,0,4,1,0
1220.19,0,23,1,0,5,0,0,4,0,0
2610.2,0,0,1,0,3,1,0,3,0,0
2518.67,0,19,0,0,2,0,1,1,0,0
1793.04,1,5,1,0,0,0,0,3,4,0
2987.4,0,21,0,0,1,1,0,3,0,0
1684.81,0,2,1,0,3,1,0,4,0,0
2997.58,1,22,0,0,4,1,0,0,1,0
1139.51,1,17,0,0,5,1,0,4,3,0
1800.09,0,22,0,0,0,1,0,4,0,0
763.12,1,19,0,0,0,0,0,2,4,0
1181.66,0,21,0,0,3,0,0,1,0,0
2709.15,0,4,1,0,5,1,0,4,0,0
352.59,0,4,1,0,4,1,0,3,0,0
1089.44,0,18,0,0,4,0,0,0,0,0
1334.08,0,17,0,0,0,1,0,4,0,0
2336.18,0,12,0,0,4,0,0,1,0,0
1709.46,1,16,0,0,4,0,0,0,2,0
872.15,1,3,1,0,2,0,0,1,2,0
1669.41,1,23,1,0,0,0,1,3,3,0
2756.96,1,16,0,0,0,0,1,3,4,0
2756.94,0,6,1,0,2,0,0,1,0,0
1477.89,1,8,0,0,3,0,0,4,1,0
1216.92,1,20,0,0,0,0,0,4,4,0
1228.66,1,23,1,0,4,0,1,2,2,0
1631.7,0,4,1,0,1,0,0,4,0,0
1954.45,0,3,1,0,4,0,0,4,0,0
2128.87,1,6,1,0,0,0,0,0,2,0
1183.04,0,3,1,0,3,1,0,2,0,0
2723.99,0,20,0,0,4,1,1,4,0,0
1399.22,0,16,0,0,3,2,1,4,0,0
1615.85,0,0,1,0,0,1,1,2,0,0
2363.4,0,22,0,0,0,2,0,1,0,0
2256.48,0,0,1,0,3,0,0,1,0,0
1033.57,0,18,0,0,0,1,0,0,0,0
1929.91,1,4,1,0,0,0,0,2,4,0
953.33,0,7,0,0,4,0,1,1,0,0
651.34,0,12,0,0,3,1,1,0,0,0
2472.97,1,17,0,0,4,0,0,2,1,0
618.84,0,14,0,0,0,2,0,4,0,0
1406.93,0,13,0,0,4,2,0,1,0,0
1459.9,0,4,1,0,2,1,1,2,0,0
1116.16,1,11,0,0,5,1,0,2,4,0
1737.72,0,12,0,0,1,0,0,1,0,0
1863.44,0,20,0,0,5,1,0,4,0,0
946.49,0,4,1,0,4,1,1,0,0,0
1219.84,0,6,1,0,2,1,0,0,0,0
1542.44,1,7,0,0,3,1,1,2,2,0
999.25,1,14,0,0,0,0,1,0,1,0
1371.9,0,2,1,0,3,0,0,3,0,0
1529.51,0,9,0,0,4,0,0,0,0,0
1000.94,0,15,0,0,4,0,1,0,0,0
1799.52,1,4,1,0,3,1,0,2,2,0
2171.0,1,22,0,0,4,2,1,4,3,0
1276.42,1,18,0,0,4,0,1,4,3,0
1142.35,0,4,1,0,2,2,1,4,0,0
2376.58,1,16,0,0,5,1,0,4,1,0
998.53,0,3,1,0,4,2,1,1,0,0
614.6,1,3,1,0,5,1,0,0,3,0
123.27,1,2,1,0,0,2,0,1,3,0
1237.86,0,6,1,0,1,2,0,3,0,0
702.32,0,7,0,0,5,0,1,0,0,0
503.63,1,13,0,0,3,0,0,1,1,0
2093.89,0,9,0,0,2,0,0,0,0,0
2413.67,0,10,0,0,0,0,0,2,0,0
2437.75,0,16,0,0,4,1,0,3,0,0
682.57,0,22,0,0,0,0,0,2,0,0
390.31,0,1,1,0,5,0,1,0,0,0
2100.58,1,21,0,0,4,1,1,4,2,0
793.08,0,19,0,0,3,0,1,0,0,0
2548.86,1,14,0,0,1,0,0,1,2,0
1392.69,0,6,1,0,4,0,0,1,0,0
1888.8,0,16,0,0,1,0,1,1,0,0
1281.39,0,9,0,0,1,0,0,0,0,0
8798.05,1,22,0,1,5,0,0,4,1,1
1588.6,0,23,1,0,4,2,0,2,0,0
842.36,0,6,1,0,0,0,1,0,0,0
1393.78,0,8,0,0,2,1,1,2,0,0
524.04,0,3,1,0,4,0,1,0,0,0
1161.9,1,18,0,0,0,1,0,4,2,0
1513.2,1,17,0,0,3,0,1,0,1,0
2279.39,0,0,1,0,2,0,1,4,0,0
10.0,0,21,0,0,0,0,0,3,0,0
323.2,1,18,0,0,1,0,0,4,3,0
829.08,0,7,0,0,0,0,0,0,0,0
1214.8,1,20,0,0,3,0,0,4,1,0
2530.28,0,14,0,0,1,0,0,2,0,0
2935.22,0,3,1,0,1,0,0,2,0,0
2217.43,0,12,0,0,0,2,0,4,0,0
345.54,0,6,1,0,1,0,0,3,0,0
4762.88,1,19,0,0,0,1,1,1,4,1
2107.59,0,2,1,0,5,0,0,3,0,0
421.49,0,6,1,0,1,1,0,4,0,0
1906.78,0,14,0,0,0,1,0,1,0,0
1388.1,0,5,1,0,1,1,0,2,0,0
2605.43,1,10,0,0,4,2,0,0,1,0
1521.73,0,18,0,0,1,0,0,2,0,0
2813.57,0,16,0,0,0,0,0,3,0,0
1967.57,0,18,0,0,0,0,0,3,0,0
1728.41,0,7,0,0,0,0,0,3,0,0
1180.2,0,22,0,0,1,2,1,4,0,0
860.87,0,8,0,0,0,0,1,4,0,0
1228.84,0,10,0,0,3,0,0,4,0,0
967.44,1,0,1,0,3,0,0,2,1,0
102.31,1,3,1,0,4,0,1,4,2,0
1372.28,1,2,1,0,3,1,0,1,3,0
1164.29,1,15,0,0,4,0,1,3,1,0
2246.5,0,18,0,0,0,0,0,0,0,0
808.63,1,16,0,0,0,1,0,0,2,0
2497.98,0,15,0,0,4,0,0,4,0,0
404.13,1,11,0,0,4,0,0,1,3,0
1864.52,0,20,0,0,2,1,0,2,0,0
2196.61,0,20,0,0,0,0,0,4,0,0
1758.51,0,1,1,0,5,0,0,4,0,0
355.08,1,8,0,0,4,0,1,0,3,0
2847.46,1,19,0,0,0,2,0,4,4,0
1386.59,1,8,0,0,2,2,0,4,4,0
2241.41,1,9,0,0,0,0,0,1,2,0
2316.58,0,15,0,0,3,0,0,3,0,0
1856.34,0,11,0,0,3,2,1,1,0,0
1778.86,0,5,1,0,3,0,1,4,0,0
969.38,0,5,1,0,0,1,0,3,0,0
1998.45,0,5,1,0,5,0,0,0,0,0
2043.29,0,7,0,0,0,1,0,2,0,0
2181.8,1,10,0,0,5,0,0,0,4,0
1349.77,0,17,0,0,1,1,1,2,0,0
1137.39,1,16,0,0,1,0,0,2,2,0
938.22,1,23,1,0,0,0,0,1,2,0
1532.03,0,5,1,0,3,1,0,3,0,0
2836.8,1,6,1,0,4,1,0,0,1,0
1363.18,0,0,1,0,2,1,1,3,0,0
1839.85,0,18,0,0,2,0,0,3,0,0
1157.1,0,19,0,0,3,1,0,3,0,0
2155.54,1,22,0,0,3,0,1,2,4,0
1944.07,1,6,1,0,0,0,0,1,4,0
2103.71,1,9,0,0,4,2,0,4,3,0
1826.78,0,4,1,0,1,0,0,2,0,0
6341.44,1,22,0,1,3,0,0,2,1,1
138.72,1,21,0,0,0,1,0,1,4,0
1242.68,1,2,1,0,2,1,0,3,2,0
1136.16,0,11,0,0,0,2,0,4,0,0
1663.54,0,14,0,0,4,0,0,4,0,0
1723.67,1,10,0,0,4,0,0,2,3,0
560.6,0,7,0,0,3,0,0,1,0,0
2895.99,1,2,1,0,2,0,0,4,3,0
2221.34,0,23,1,0,5,0,0,0,0,0
962.64,0,1,1,0,0,0,0,3,0,0
2681.81,0,3,1,0,5,0,0,0,0,0
7504.45,1,22,0,1,0,0,1,3,3,1
1627.53,1,16,0,0,3,1,0,2,2,0
1939.63,0,7,0,0,4,0,0,2,0,0
754.82,0,17,0,0,3,1,0,1,0,0
1782.28,1,3,1,0,4,1,0,0,4,0
975.88,0,5,1,0,4,1,1,1,0,0
1739.26,1,5,1,0,3,0,0,0,1,0
1174.68,0,3,1,0,4,0,0,1,0,0
5635.82,1,15,0,1,2,0,0,0,4,1
2052.88,0,9,0,0,5,0,0,3,0,0
2032.34,0,11,0,0,0,1,0,3,0,1
2039.69,0,0,1,0,2,1,1,3,0,0
1500.87,0,17,0,0,3,0,0,1,0,0
892.44,0,23,1,0,1,1,1,0,0,0
444.91,0,4,1,0,0,2,0,2,0,0
514.62,0,6,1,0,3,1,0,1,0,0
1413.22,0,4,1,0,0,0,1,2,0,0
2094.21,0,15,0,0,4,0,0,0,0,0
489.05,0,22,0,0,0,0,1,4,0,0
1864.08,1,14,0,0,2,0,1,4,3,0
1501.21,0,10,0,0,0,0,0,4,0,0
1939.7,0,6,1,0,5,0,0,1,0,0
2530.57,0,18,0,0,0,2,0,3,0,0
1987.31,0,9,0,0,0,0,1,2,0,0
1353.72,0,9,0,0,4,0,0,4,0,0
1157.89,0,18,0,0,2,0,0,2,0,0
1291.39,1,11,0,0,4,1,1,1,1,0
985.47,0,15,0,0,1,1,0,1,0,0
2866.45,0,3,1,0,0,1,0,2,0,0
2418.88,0,23,1,0,1,1,0,1,0,0
1383.02,0,16,0,0,4,0,0,2,0,0
1694.19,1,23,1,0,5,0,0,3,2,0
1643.46,0,22,0,0,3,1,0,2,0,0
1623.96,1,2,1,0,4,0,1,3,3,0
861.82,1,18,0,0,4,2,0,1,1,0
2337.92,0,22,0,0,3,0,0,4,0,0
1007.4,0,16,0,0,0,0,1,4,0,0
1342.17,1,8,0,0,4,1,0,2,4,0
1704.54,1,12,0,0,0,0,1,3,3,0
10.0,0,6,1,0,1,0,0,2,0,0
984.97,1,10,0,0,3,2,1,2,2,0
2671.93,0,1,1,0,3,0,0,3,0,0
2183.85,0,13,0,0,2,0,0,1,0,0
1340.56,0,18,0,0,0,0,0,4,0,0
1023.91,1,16,0,0,4,0,1,0,3,0
891.97,0,13,0,0,4,2,0,0,0,0
2379.34,1,12,0,0,4,0,0,2,1,0
1810.43,0,2,1,0,0,1,0,1,0,0
1219.75,0,22,0,0,5,0,1,1,0,0
1309.45,0,14,0,0,4,1,1,0,0,0
1630.08,0,23,1,0,3,0,0,4,0,0
2064.92,1,1,1,0,3,0,0,3,3,0
3276.21,1,3,1,0,5,1,0,0,1,0
2738.23,0,10,0,0,3,0,1,0,0,0
302.69,0,4,1,0,0,0,0,0,0,0
1741.73,0,8,0,0,3,0,0,1,0,0
1352.24,0,1,1,0,3,0,0,2,0,0
1807.22,0,15,0,0,1,2,0,2,0,0
8358.62,1,3,1,1,0,0,0,1,1,1
1903.25,0,22,0,0,2,1,0,3,0,0
990.84,0,2,1,0,4,0,0,2,0,0
1016.31,0,16,0,0,5,1,0,1,0,0
2160.1,0,14,0,0,2,0,1,0,0,0
11259.42,1,5,1,1,0,0,0,0,2,1
5339.14,1,1,1,1,3,0,1,0,4,1
1459.14,1,14,0,0,2,0,1,4,2,0
1929.64,1,13,0,0,2,0,1,4,2,0
1204.46,1,17,0,0,1,0,0,2,2,0
1504.94,1,7,0,0,4,2,0,2,4,0
1621.98,1,18,0,0,5,0,0,1,1,0
2028.22,1,15,0,0,4,1,0,3,1,0
2311.98,0,9,0,0,3,1,1,0,0,0
1729.86,1,11,0,0,3,0,0,3,2,0
1470.05,1,22,0,0,0,0,1,2,3,0
2071.88,0,7,0,0,0,1,0,0,0,0
1399.67,1,12,0,0,0,0,0,2,4,0
1242.59,1,15,0,0,2,0,0,1,3,0
2645.05,1,20,0,0,5,0,0,3,3,0
858.37,1,2,1,0,0,1,0,3,1,0
5918.8,1,17,0,1,0,1,0,1,4,1
2104.15,0,13,0,0,2,0,0,3,0,0
1693.11,0,18,0,0,4,0,0,0,0,0
2694.44,0,15,0,0,0,0,0,2,0,0
2588.51,0,5,1,0,0,0,1,4,0,0
1627.76,0,0,1,0,4,0,0,3,0,0
751.08,0,3,1,0,4,0,1,3,0,0
1522.1,0,2,1,0,4,0,1,3,0,0
3294.56,0,16,0,0,3,1,1,4,0,0
1271.33,0,0,1,0,0,1,0,2,0,0
359.28,0,1,1,0,1,0,0,0,0,0
1638.85,0,22,0,0,0,1,0,4,0,0
444.14,0,4,1,0,1,0,0,0,0,0
1214.47,0,2,1,0,3,1,0,1,0,0
1880.58,0,5,1,0,2,2,1,2,0,0
919.95,1,13,0,0,0,0,0,4,1,0
1178.39,0,11,0,0,0,0,1,0,0,0
879.8,1,2,1,0,0,2,0,0,4,0
729.6,0,22,0,0,5,1,1,1,0,0
1144.54,1,4,1,0,3,0,0,1,3,0
1120.94,0,3,1,0,0,0,1,0,0,0
1797.12,1,12,0,0,5,1,1,1,4,0
1395.19,0,4,1,0,3,2,1,0,0,0
160.18,1,14,0,0,2,0,0,2,1,0
1369.52,1,13,0,0,2,1,1,0,4,0
2414.15,0,15,0,0,2,1,0,4,0,0
1416.58,0,21,0,0,4,0,0,3,0,0
1969.86,1,18,0,0,5,2,0,2,3,0
10.0,1,1,1,0,0,1,0,4,2,0
1733.96,0,16,0,0,0,0,0,2,0,0
1422.07,0,8,0,0,4,1,1,1,0,0
2367.33,1,15,0,0,0,0,0,2,4,0
1855.41,1,16,0,0,4,1,1,1,2,0
1589.93,0,8,0,0,5,1,0,4,0,0
1561.57,1,4,1,0,0,0,1,2,4,0
3435.38,0,14,0,0,2,0,1,2,0,0
10.0,0,13,0,0,3,2,1,1,0,0
2026.95,1,18,0,0,3,0,1,1,2,0
1687.38,0,23,1,0,1,1,1,2,0,0
3314.35,1,14,0,0,1,0,0,4,1,0
688.75,1,6,1,0,5,1,1,0,4,0
2472.04,1,2,1,0,0,2,0,3,2,0
681.27,1,15,0,0,0,1,1,3,4,0
868.39,1,2,1,0,0,1,0,0,3,0
1537.08,0,20,0,0,3,0,0,3,0,0
1265.9,0,6,1,0,4,1,0,2,0,0
1419.46,1,6,1,0,3,0,0,0,3,0
1539.38,0,10,0,0,2,0,0,0,0,0
2188.12,1,15,0,0,2,0,0,4,2,0
2196.88,0,18,0,0,5,1,0,1,0,0
1919.72,1,2,1,0,5,1,1,0,3,0
1542.9,0,22,0,0,4,1,1,2,0,0
65.1,0,6,1,0,1,0,0,3,0,0
1364.79,1,17,0,0,2,0,0,2,3,0
1670.87,0,19,0,0,4,1,0,4,0,0
1685.52,0,1,1,0,2,2,0,4,0,0
86.7,0,16,0,0,3,0,0,3,0,0
1180.48,0,22,0,0,5,1,0,4,0,0
2240.41,0,22,0,0,4,0,0,2,0,0
1712.49,0,2,1,0,3,0,1,1,0,0
1174.74,1,19,0,0,1,0,0,1,2,0
338.08,0,11,0,0,1,1,0,4,0,0
2590.19,0,11,0,0,2,0,0,0,0,0
1833.57,1,6,1,0,3,1,0,1,4,0
927.43,0,21,0,0,1,1,0,1,0,0
1620.04,0,5,1,0,0,2,0,1,0,0
2740.06,1,7,0,0,0,1,0,1,1,0
26.51,0,9,0,0,5,2,1,1,0,0
1958.64,0,6,1,0,1,0,0,2,0,0
1141.43,1,22,0,0,0,0,0,0,1,0
2303.16,0,16,0,0,1,1,0,0,0,0
2401.69,1,5,1,0,0,0,1,3,4,0
2373.02,1,9,0,0,1,1,0,1,4,0
1737.75,1,0,1,0,3,1,0,0,2,0
1167.34,0,5,1,0,0,0,0,0,0,0
2849.24,0,7,0,0,1,0,1,0,0,0
1204.31,1,3,1,0,4,0,0,3,1,0
1884.53,0,11,0,0,0,1,1,1,0,0
742.04,0,18,0,0,4,2,1,0,0,0
1862.63,0,17,0,0,3,1,0,4,0,0
1415.55,1,22,0,0,3,1,0,2,1,0
2284.7,1,6,1,0,3,0,0,3,1,0
1171.98,0,13,0,0,0,0,0,0,0,0
1642.58,0,12,0,0,1,1,1,0,0,0
1742.68,0,13,0,0,2,0,0,0,0,0
1963.98,1,5,1,0,0,1,1,4,4,0
2165.24,0,19,0,0,0,0,0,3,0,0
856.38,1,10,0,0,1,0,0,3,1,0
1214.88,1,0,1,0,3,0,0,3,4,0
992.77,0,12,0,0,4,0,0,2,0,0
1255.72,1,4,1,0,2,1,0,4,3,0
7241.06,1,20,0,1,1,0,1,3,3,1
1877.02,0,18,0,0,5,1,1,1,0,0
2906.66,0,3,1,0,2,0,0,4,0,0
1425.43,0,20,0,0,0,0,1,0,0,0
1463.54,1,5,1,0,1,0,0,4,4,0
2093.01,0,13,0,0,0,0,0,2,0,0
2896.34,1,17,0,0,1,0,0,2,3,0
666.74,0,18,0,0,0,1,0,0,0,0
2177.23,0,22,0,0,5,0,1,2,0,0
999.23,0,14,0,0,1,0,0,3,0,0
1497.62,0,15,0,0,0,0,0,2,0,0
1419.72,1,5,1,0,4,0,0,3,4,0
1873.77,0,2,1,0,0,2,1,3,0,0
1784.3,1,18,0,0,1,0,1,0,3,0
669.45,1,13,0,0,1,0,0,0,1,0
722.27,0,13,0,0,3,0,0,2,0,0
2463.36,0,0,1,0,1,1,0,1,0,0
2539.35,0,17,0,0,3,0,0,3,0,0
2159.14,0,1,1,0,1,0,0,0,0,0
1291.09,0,10,0,0,3,2,0,0,0,0
1588.47,1,14,0,0,1,0,1,3,2,0
1214.74,0,10,0,0,0,0,1,1,0,0
1887.15,0,0,1,0,2,1,0,2,0,0
565.61,1,22,0,0,4,0,1,2,4,0
1138.59,0,9,0,0,1,0,0,1,0,0
1677.07,0,11,0,0,0,0,0,0,0,0
764.44,1,8,0,0,2,0,1,4,3,0
1759.18,0,5,1,0,5,2,1,3,0,0
1692.1,1,7,0,0,1,0,0,2,1,0
800.89,0,14,0,0,0,0,0,1,0,0
658.42,0,21,0,0,1,0,1,2,0,0
2544.88,0,7,0,0,5,0,1,0,0,0
1908.94,1,19,0,0,4,1,0,3,2,0
1720.25,1,10,0,0,5,0,0,4,3,0
1218.3,0,12,0,0,0,0,0,0,0,0
785.06,0,4,1,0,0,1,0,3,0,0
1643.75,0,1,1,0,2,0,1,4,0,0
933.28,0,6,1,0,3,2,0,0,0,0
1952.44,0,7,0,0,4,1,0,0,0,0
2228.65,0,14,0,0,3,0,0,0,0,0
540.65,1,14,0,0,3,0,0,1,3,0
1666.14,0,20,0,0,1,0,0,4,0,0
1731.35,0,0,1,0,1,0,0,2,0,0
2298.02,0,5,1,0,0,0,0,1,0,0
1695.48,0,13,0,0,4,0,0,1,0,0
2038.47,0,9,0,0,1,0,1,0,0,0
2854.46,1,1,1,0,1,0,0,3,3,0
846.88,0,16,0,0,1,2,0,0,0,0
2281.0,0,23,1,0,1,0,0,1,0,0
324.4,0,0,1,0,0,2,1,2,0,0
217.53,0,10,0,0,0,1,0,1,0,0
2969.15,0,3,1,0,2,0,0,1,0,0
2478.85,0,21,0,0,0,1,0,4,0,0
1454.49,0,23,1,0,5,0,0,4,0,0
2080.09,0,7,0,0,0,1,1,4,0,0
2255.52,0,16,0,0,0,0,1,1,0,0
2462.97,1,6,1,0,3,0,0,4,3,0
1801.95,1,15,0,0,5,1,0,3,4,0
53.09,0,16,0,0,4,0,0,2,0,0
906.4,0,9,0,0,1,0,1,3,0,0
1246.32,0,7,0,0,3,1,0,2,0,0
1994.54,1,11,0,0,3,2,1,4,1,0
971.11,0,18,0,0,4,2,0,3,0,0
1689.67,0,16,0,0,3,0,0,0,0,0
669.57,1,6,1,0,4,1,0,3,4,0
289.07,0,21,0,0,3,2,0,1,0,0
2341.78,0,1,1,0,5,0,1,0,0,0
1706.19,1,7,0,0,0,2,0,0,3,0
2539.61,0,9,0,0,5,2,1,2,0,0
1367.56,0,5,1,0,1,2,0,0,0,0
2274.21,0,12,0,0,3,1,0,4,0,0
2098.51,1,14,0,0,4,1,0,1,3,0
617.58,1,5,1,0,2,1,1,2,1,0
1549.33,1,1,1,0,2,1,0,2,1,0
1356.25,1,18,0,0,2,1,0,0,4,0
166.29,0,7,0,0,2,0,1,1,0,0
1595.14,1,0,1,0,2,2,0,0,2,0
1538.16,0,15,0,0,0,0,0,0,0,0
2428.35,0,14,0,0,1,1,0,0,0,0
1928.41,0,22,0,0,0,1,1,1,0,0
2378.9,0,7,0,0,0,0,0,0,0,0
3032.45,0,13,0,0,3,1,0,3,0,0
2031.67,0,21,0,0,1,1,0,0,0,0
1775.42,0,4,1,0,0,1,0,3,0,0
1225.72,0,16,0,0,4,1,0,4,0,0
660.55,0,12,0,0,5,1,0,4,0,0
1174.22,0,19,0,0,1,0,0,1,0,0
1970.24,1,5,1,0,1,1,0,3,1,0
828.96,0,9,0,0,4,0,0,2,0,0
2563.24,1,3,1,0,4,1,0,3,4,0
1279.32,0,5,1,0,0,0,0,1,0,0
1772.58,0,4,1,0,1,0,1,0,0,0
1197.3,0,11,0,0,3,0,0,3,0,0
1742.2,0,8,0,0,0,1,0,3,0,0
815.85,0,16,0,0,3,0,0,2,0,0
934.6,0,21,0,0,5,0,0,0,0,0
1754.28,0,6,1,0,4,1,0,1,0,0
644.17,1,15,0,0,3,0,0,2,1,0
1131.19,0,19,0,0,3,1,0,3,0,0
3200.93,0,3,1,0,1,1,0,2,0,0
564.09,0,21,0,0,0,1,1,3,0,0
2609.75,1,11,0,0,3,0,0,2,2,0
2490.71,0,6,1,0,1,0,0,3,0,0
1620.87,0,21,0,0,0,1,0,3,0,0
1392.28,0,8,0,0,0,0,1,3,0,0
1093.59,1,14,0,0,0,0,0,2,1,0
2925.21,1,8,0,0,5,0,1,3,2,0
2068.53,0,2,1,0,0,2,1,4,0,0
764.71,1,8,0,0,3,0,0,0,4,0
2491.39,0,12,0,0,1,1,0,4,0,0
7175.0,1,1,1,1,5,2,1,3,4,1
2224.23,0,3,1,0,5,0,0,4,0,0
1644.34,0,5,1,0,4,0,1,1,0,0
531.81,0,5,1,0,4,0,1,0,0,0
998.35,0,11,0,0,5,1,1,4,0,0
1589.59,0,5,1,0,0,1,1,2,0,0
1289.98,0,7,0,0,4,2,0,2,0,0
650.52,1,18,0,0,4,0,0,2,2,0
1991.16,1,10,0,0,0,0,0,1,4,0
1354.5,1,13,0,0,4,0,0,1,1,0
2578.59,1,0,1,0,0,1,0,4,1,0
1855.46,0,22,0,0,3,0,0,1,0,0
1887.11,0,5,1,0,2,1,0,3,0,0
1610.06,0,9,0,0,4,0,0,3,0,0
1552.34,1,22,0,0,0,1,0,2,4,0
907.79,0,17,0,0,4,2,0,4,0,0
541.11,1,20,0,0,3,0,1,0,1,0
2851.16,0,4,1,0,2,1,0,2,0,0
1949.12,0,1,1,0,5,0,1,3,0,0
1236.49,0,21,0,0,3,1,1,1,0,0
2260.43,0,12,0,0,2,0,0,2,0,0
1747.57,0,0,1,0,4,0,0,3,0,0
2034.09,0,7,0,0,3,2,0,2,0,0
893.1,1,4,1,0,4,0,0,4,3,0
606.41,0,14,0,0,5,1,0,0,0,0
1897.89,0,12,0,0,0,2,0,0,0,0
1608.57,0,13,0,0,0,0,0,4,0,0
1524.09,0,0,1,0,3,0,0,4,0,0
4450.62,1,7,0,0,2,0,1,2,1,1
1534.15,0,2,1,0,2,0,0,2,0,0
2086.27,0,18,0,0,4,1,0,3,0,0
474.68,0,7,0,0,0,0,0,4,0,0
1135.03,0,2,1,0,0,0,0,0,0,0
1625.44,0,13,0,0,4,2,1,0,0,0
10.0,1,8,0,0,0,0,0,3,4,0
2109.67,1,7,0,0,0,0,0,2,1,0
691.72,0,9,0,0,4,0,0,3,0,0
809.39,0,3,1,0,5,1,0,1,0,0
2309.82,1,23,1,0,3,0,0,4,4,0
2238.49,0,14,0,0,4,0,0,3,0,0
1898.56,0,5,1,0,0,0,0,0,0,0
1458.75,0,12,0,0,4,0,1,0,0,0
1575.43,1,23,1,0,1,1,1,1,1,0
8055.12,1,2,1,1,3,1,1,3,2,1
1251.34,1,9,0,0,4,2,1,0,3,0
946.47,0,14,0,0,3,1,0,2,0,0
861.29,1,20,0,0,0,0,1,1,4,0
1668.59,0,1,1,0,3,0,1,4,0,0
1405.7,1,6,1,0,2,0,0,3,1,0
875.46,0,6,1,0,3,2,0,2,0,0
213.88,0,0,1,0,0,0,1,4,0,0
1381.21,0,14,0,0,1,0,0,4,0,0
884.16,1,0,1,0,1,0,1,1,2,0
948.92,0,13,0,0,1,0,0,4,0,0
773.15,0,18,0,0,4,0,0,3,0,0
1897.02,0,21,0,0,0,2,1,4,0,0
866.63,1,16,0,0,3,1,0,4,3,0
1520.77,0,12,0,0,3,0,0,3,0,0
1536.81,1,19,0,0,1,0,1,0,1,0
1060.18,0,7,0,0,2,1,0,4,0,0
1717.51,0,3,1,0,5,0,1,1,0,0
720.63,0,6,1,0,5,1,1,1,0,0
920.22,0,4,1,0,4,0,0,1,0,0
2108.31,1,7,0,0,0,0,0,4,2,0
1142.09,1,14,0,0,0,0,0,0,2,0
1490.45,1,10,0,0,4,1,0,0,4,0
2053.3,0,2,1,0,3,0,0,3,0,0
875.94,0,17,0,0,0,0,0,2,0,0
553.01,0,1,1,0,4,0,0,2,0,0
1715.46,0,7,0,0,3,0,1,0,0,0
2318.26,1,0,1,0,5,1,0,0,3,0
2717.75,0,16,0,0,3,0,0,0,0,0
762.85,1,20,0,0,1,2,0,4,4,0
1645.99,0,23,1,0,1,0,0,4,0,0
3181.19,0,12,0,0,1,2,1,4,0,0
1060.29,0,7,0,0,4,0,0,4,0,0
1462.92,0,0,1,0,1,0,0,0,0,0
1347.24,1,16,0,0,5,0,1,1,2,0
1149.52,1,19,0,0,5,1,1,0,4,0
1546.91,0,21,0,0,1,1,0,2,0,0
2008.49,1,0,1,0,4,1,0,4,3,0
1924.15,0,11,0,0,2,1,0,0,0,0
952.24,0,17,0,0,1,0,1,0,0,0
583.94,1,7,0,0,4,1,0,3,2,0
1535.98,0,22,0,0,0,0,0,1,0,0
1870.43,1,6,1,0,5,0,1,4,1,0
934.52,1,10,0,0,4,0,1,2,4,0
142.92,1,17,0,0,5,1,0,1,2,0
1318.96,1,3,1,0,0,0,0,1,2,0
2057.59,1,5,1,0,1,1,0,3,1,0
281.5,0,19,0,0,3,0,0,1,0,0
3194.76,0,5,1,0,2,0,1,1,0,0
1178.39,0,12,0,0,1,0,0,2,0,0
2145.85,0,9,0,0,4,0,1,1,0,0
1215.95,1,2,1,0,1,0,0,0,2,0
1982.03,0,7,0,0,2,1,1,1,0,0
5614.77,1,7,0,1,4,0,0,3,3,1
1691.15,1,4,1,0,0,1,0,0,3,0
1669.33,0,21,0,0,4,0,0,1,0,0
501.53,0,15,0,0,3,0,0,2,0,0
2763.21,0,11,0,0,5,1,1,4,0,0
1365.63,0,11,0,0,0,1,0,4,0,0
1726.53,0,20,0,0,4,1,0,1,0,0
1229.68,0,15,0,0,0,0,0,0,0,0
678.0,0,21,0,0,0,1,1,3,0,0
1503.2,0,18,0,0,3,1,1,2,0,0
1177.39,1,10,0,0,3,0,0,3,2,0
1870.98,1,22,0,0,5,1,0,3,2,0
1698.2,0,9,0,0,3,0,0,0,0,0
2173.52,1,2,1,0,3,0,1,1,4,0
1676.29,0,12,0,0,4,0,0,3,0,0
2164.46,1,1,1,0,2,1,1,1,4,0
1676.78,1,14,0,0,0,1,0,1,3,0
1238.47,1,10,0,0,0,0,1,4,3,0
2112.2,1,10,0,0,0,0,0,4,1,0
519.26,0,17,0,0,0,2,1,4,0,0
2338.02,1,11,0,0,2,2,0,1,4,0
320.23,1,1,1,0,0,0,1,0,1,0
1210.48,0,5,1,0,4,1,0,1,0,0
2174.07,0,1,1,0,3,0,0,0,0,0
986.24,0,5,1,0,0,1,1,4,0,0
2066.29,0,23,1,0,0,0,0,1,0,0
3067.91,0,19,0,0,5,0,0,0,0,0
914.08,0,17,0,0,3,0,0,0,0,0
616.12,0,15,0,0,3,1,1,2,0,0
1362.65,1,1,1,0,4,0,0,1,3,0
1138.45,0,16,0,0,0,0,0,4,0,0
1864.55,1,5,1,0,5,1,0,4,1,0
1483.53,0,5,1,0,0,0,0,2,0,0
2054.73,0,17,0,0,2,1,0,2,0,0
